"","Date","State","Income","Expenses"
"36935",1999-03-16,"CT",25218.5964901823,-952.808870411854
"36936",1999-05-05,"MN",25167.1235090985,-857.156890723046
"36937",1999-12-08,"RI",25058.0490266534,-1128.09950705263
"36938",1999-10-21,"UT",25021.4175917181,-1212.88380902479
"36939",1999-11-21,"AK",25152.1270305278,-1072.74486767533
"36940",1999-03-26,"WA",24865.7369462409,-1208.78461292437
"36941",1999-04-28,"NJ",25231.227541698,-995.430114807604
"36942",1999-10-31,"KY",25204.0936886118,-1140.47050585925
"36943",1999-08-15,"MN",24880.9676297336,-1075.06828246539
"36944",1999-10-28,"NC",25039.6591516136,-992.969000782523
"36945",1999-04-07,"MO",24954.7045559049,-947.307684113006
"36946",1999-10-06,"FL",24964.5172276397,-965.615747131829
"36947",1999-11-11,"MO",25002.7048885898,-1150.63460256643
"36948",1999-01-10,"NH",25106.2343257455,-1044.55024634102
"36949",1999-03-04,"VT",25149.2686081447,-1206.95148635633
"36950",1999-10-07,"RI",24967.1263859265,-834.767126673051
"36951",1999-12-20,"TN",25016.7415974145,-1079.47012266503
"36952",1999-05-25,"AR",25295.0867785793,-951.85918590628
"36953",1999-02-14,"AK",24972.7042036219,-788.907734331428
"36954",1999-08-21,"IL",25013.0791465273,-1014.35251389489
"36955",1999-12-02,"GA",25133.9230305391,-847.398895515276
"36956",1999-06-05,"NE",24911.7736959755,-961.62744167763
"36957",1999-01-11,"AZ",25080.8947415471,-1079.37643269646
"36958",1999-11-30,"WA",25067.0785637998,-857.65415372563
"36959",1999-09-08,"OR",24954.6769485968,-1025.2640637989
"36960",1999-05-24,"CA",25005.145341412,-927.960880237046
"36961",1999-07-02,"TN",25023.8590368385,-967.254440073223
"36962",1999-10-16,"NH",25064.8836028069,-997.640419414943
"36963",1999-07-20,"IL",24935.127905735,-1048.54561363047
"36964",1999-11-06,"DE",24966.507368381,-972.856531416345
"36965",1999-11-20,"MT",25117.3365160328,-1120.8762711392
"36966",1999-08-29,"ND",25039.772913439,-967.695682275041
"36967",1999-04-23,"KY",24985.1403375863,-861.852993354447
"36968",1999-08-09,"NC",25090.5170452345,-982.931886241756
"36969",1999-10-09,"UT",25120.2784313176,-933.509584644047
"36970",1999-04-29,"KY",25080.7879776888,-1067.96398635918
"36971",1999-10-09,"NH",24930.1277393769,-982.511820725608
"36972",1999-10-27,"TN",25132.2242297776,-1054.6418842259
"36973",1999-02-16,"MA",25022.4562253496,-998.799400720672
"36974",1999-08-02,"AL",25040.0078812464,-1061.22685881679
"36975",1999-02-28,"WI",25124.1407469325,-978.804157626927
"36976",1999-06-13,"PA",25008.2448126889,-1012.27942557565
"36977",1999-03-24,"LA",25032.9511735656,-868.301148822408
"36978",1999-01-29,"WI",25096.496930241,-979.781243205984
"36979",1999-01-29,"NC",25082.0477594859,-1035.94457420974
"36980",1999-02-20,"MT",25034.7135847807,-958.65717906494
"36981",1999-08-06,"WI",25179.4679816251,-1007.01297772397
"36982",1999-05-19,"RI",25152.0777234147,-1054.18364939755
"36983",1999-03-25,"MI",24882.7644978456,-959.643657480541
"36984",1999-04-27,"MA",25098.6968928094,-1158.39200906265
"36985",1999-09-21,"IL",24950.846748205,-966.464307416212
"36986",1999-08-19,"VA",25175.088849413,-1037.70778559925
"36987",1999-02-06,"NY",25185.1777530967,-1045.76958211034
"36988",1999-06-11,"VT",25051.9221547098,-1070.87141639752
"36989",1999-05-26,"OR",25133.337358033,-713.511469207295
"36990",1999-05-06,"OR",25132.100554845,-1012.61640144333
"36991",1999-02-21,"IA",25107.9397235102,-1045.19562213942
"36992",1999-05-15,"WY",24944.3491625907,-1018.05370761059
"36993",1999-03-08,"WV",25087.1279197883,-955.630973996175
"36994",1999-02-08,"VA",24978.6864276228,-1063.38310068823
"36995",1999-07-15,"NH",24902.9334480867,-1130.80401794664
"36996",1999-09-25,"OR",25100.4093464781,-1044.86155297039
"36997",1999-01-29,"VA",25026.899728322,-882.040318136833
"36998",1999-12-16,"IA",25090.5794139984,-1028.56512707974
"36999",1999-09-06,"CT",24988.0818720404,-962.612862599265
"37000",1999-04-29,"MO",25080.2862260502,-1305.70461614463
"37001",1999-03-11,"AR",24763.7922120409,-974.671871790867
"37002",1999-05-14,"WI",24974.8347834285,-1051.31816544356
"37003",1999-06-12,"IL",24782.9950508375,-1100.03736599833
"37004",1999-09-01,"NE",24892.1449987875,-908.607760333586
"37005",1999-03-09,"ND",24938.9963505645,-1055.38943465046
"37006",1999-12-13,"AK",24881.2287199712,-1035.67652515918
"37007",1999-12-10,"TX",24910.7231568147,-965.118135972986
"37008",1999-02-17,"MO",25175.7615512227,-1084.21961125394
"37009",1999-01-18,"AZ",24931.9820695839,-1146.70122451921
"37010",1999-07-31,"ID",24979.2615054493,-946.361007908299
"37011",1999-07-31,"MO",24885.8705339341,-997.334720313207
"37012",1999-03-03,"OH",25163.2872411372,-1198.01658573526
"37013",1999-04-13,"NJ",25102.1896573637,-976.407348254041
"37014",1999-04-07,"NM",25034.2378799164,-1095.93213373107
"37015",1999-03-05,"NM",24987.9040123497,-1212.91106729924
"37016",1999-07-21,"OH",25167.745686949,-1187.72068416167
"37017",1999-11-23,"AK",25035.7230372747,-1095.76528033947
"37018",1999-12-07,"CT",24979.9157154768,-847.135421848571
"37019",1999-09-25,"AR",25027.0221057147,-715.963089426796
"37020",1999-10-23,"AK",24835.9576539325,-932.247303307166
"37021",1999-10-05,"WV",24930.5367909478,-844.168164105822
"37022",1999-12-04,"UT",24899.1555201203,-874.545387251302
"37023",1999-04-29,"CT",25157.4843614023,-957.585414300073
"37024",1999-10-01,"GA",25124.9676814323,-1065.42422141743
"37025",1999-05-04,"KY",25109.8361656204,-958.441540857158
"37026",1999-09-08,"UT",24965.7684155744,-967.172830045938
"37027",1999-11-30,"ME",24864.5099371851,-1106.94206925303
"37028",1999-11-08,"WI",25092.0833584539,-809.082081878523
"37029",1999-02-07,"IL",24946.6803195271,-915.840375447304
"37030",1999-08-01,"OH",24808.2350748372,-1088.59713965696
"37031",1999-09-06,"ME",24966.7346995151,-1080.37401056791
"37032",1999-11-19,"TN",25065.8878061826,-1142.4287086839
"37033",1999-01-22,"KY",25045.8419406855,-1083.06598519955
"37034",1999-01-11,"AR",25061.3469644694,-1068.32612446925
"37035",1999-04-30,"LA",25032.4841884388,-1177.2332643035
"37036",1999-05-19,"WA",24920.9086847864,-889.149563821869
"37037",1999-11-26,"OR",24931.9416777976,-1013.08390406524
"37038",1999-08-17,"NH",24874.3573258497,-994.859339159887
"37039",1999-10-29,"LA",25036.3647696449,-1024.64014501577
"37040",1999-08-04,"OK",24861.7884677134,-1130.41561662255
"37041",1999-02-11,"HI",24854.0607741646,-1041.21095961984
"37042",1999-05-31,"PA",24956.0855900567,-1098.8378803791
"37043",1999-04-30,"IN",24988.6904285807,-1040.01696113594
"37044",1999-12-27,"CO",25088.5917326373,-883.321491260958
"37045",1999-09-09,"CO",25005.2569407762,-950.552953126717
"37046",1999-04-10,"KS",25095.7738870258,-993.463043676605
"37047",1999-03-21,"NE",25150.6296715471,-860.641978846542
"37048",1999-12-31,"OH",24830.622401385,-1114.70410421985
"37049",1999-09-04,"AK",25068.805089988,-1081.31409020937
"37050",2000-01-01,"CO",24890.8829097015,-1104.26238828706
"37051",1999-10-04,"IN",24913.0835972336,-926.957921207262
"37052",1999-06-09,"AL",25089.3427788941,-1206.54280169391
"37053",1999-03-18,"TN",25230.5157270579,-1156.08221103676
"37054",1999-09-30,"CT",25021.2670174084,-1176.63280425209
"37055",1999-06-22,"CT",24999.9083270998,-1062.08993758442
"37056",1999-03-03,"SD",24926.8755732586,-1045.41517937242
"37057",1999-01-17,"NM",25047.0211736619,-934.134346823799
"37058",1999-04-10,"AK",25157.7293682095,-1125.84643678301
"37059",1999-02-11,"ME",24906.6434978541,-1048.83549498097
"37060",1999-12-10,"TN",24996.9088096243,-1022.47907221455
"37061",1999-04-13,"TX",24895.3086836344,-997.157267050669
"37062",1999-07-29,"MT",25101.1132576139,-1138.66021799188
"37063",1999-11-17,"GA",25001.6785071643,-1153.581605183
"37064",1999-01-04,"NM",25013.2095071125,-945.181265580864
"37065",1999-09-15,"CT",24965.9998302066,-1046.07443693533
"37066",1999-07-23,"RI",25063.0304101547,-1012.79826136526
"37067",1999-01-30,"TN",25112.0107409317,-1039.15389190906
"37068",1999-04-21,"KY",24854.7533560032,-914.222625969738
"37069",1999-07-30,"IN",24889.9974060995,-1171.06011861906
"37070",1999-01-22,"NC",24989.1772921517,-995.910329143786
"37071",1999-01-13,"KY",24843.9454794647,-908.268988616566
"37072",1999-04-10,"KS",24956.9663980108,-959.540867882191
"37073",1999-06-06,"VT",25125.3701849354,-958.100271609251
"37074",1999-04-01,"HI",24995.2197983336,-937.396749289328
"37075",1999-12-25,"TN",24988.6213168776,-1049.9660192845
"37076",1999-07-26,"OK",25172.3166564741,-868.217003250279
"37077",1999-01-12,"OK",24909.5620277968,-1036.78847189527
"37078",1999-08-05,"NY",25006.8450819148,-1007.27502693452
"37079",1999-08-06,"MS",24815.2386551074,-844.443317536924
"37080",1999-04-10,"AL",25015.3885331134,-1144.03472357051
"37081",1999-12-21,"MI",25063.3273155488,-826.488286130201
"37082",1999-09-02,"PA",25031.7446104927,-1035.03057403642
"37083",1999-08-06,"MA",24959.8148528847,-1100.29047911454
"37084",1999-05-29,"MN",25021.3504692049,-1076.14963192164
"37085",1999-04-28,"TX",25014.1538518935,-908.088636557159
"37086",1999-05-24,"CT",25033.8595355221,-1047.59277714592
"37087",1999-03-09,"IN",24951.4163017988,-856.540425168052
"37088",1999-10-16,"AZ",25010.6356166421,-907.708626128002
"37089",1999-10-06,"OR",25117.3649506769,-834.161458321537
"37090",1999-11-23,"TX",25016.0218202652,-940.744474826942
"37091",1999-02-21,"HI",24761.9431462117,-845.47442235083
"37092",1999-10-21,"MS",25133.0030834215,-1091.95954189546
"37093",1999-04-02,"NM",24844.5590821139,-1092.48114543091
"37094",1999-02-04,"HI",25100.2296188657,-1019.68438533372
"37095",1999-12-08,"AK",24893.6153963097,-937.164821497212
"37096",1999-07-15,"OK",25013.819467396,-998.227272419999
"37097",1999-01-16,"MI",25122.5873470017,-897.713449501114
"37098",1999-07-19,"WY",24829.1021534157,-1057.66981604682
"37099",1999-02-12,"IN",24819.6394079991,-956.938294591172
"37100",1999-07-20,"SC",25102.452478058,-933.378664624592
"37101",1999-03-23,"IA",24822.6161067711,-899.878958180334
"37102",1999-02-28,"WI",25024.8620349475,-1070.84158492789
"37103",1999-10-20,"VA",25020.0150978694,-1092.59746959428
"37104",1999-09-22,"CO",24880.11820594,-1007.29248947953
"37105",1999-01-29,"HI",25094.1401825232,-1117.4787896944
"37106",1999-11-18,"CO",25012.0022714719,-1102.19404360207
"37107",1999-04-21,"ME",24960.116827225,-956.271091288278
"37108",1999-04-06,"MN",25108.3076796704,-1201.70692014584
"37109",1999-01-30,"KY",24926.9471793278,-911.08077169574
"37110",1999-03-22,"MS",24871.4996552335,-1200.25864208723
"37111",1999-11-09,"NM",24884.7914852899,-874.417064745714
"37112",1999-03-01,"ME",25017.2279351371,-919.746104557555
"37113",1999-09-15,"MN",24918.2913824458,-908.925626979928
"37114",1999-07-29,"MS",25065.6596382964,-905.139716690362
"37115",1999-06-02,"MT",25111.6640208896,-1016.93514398727
"37116",1999-10-14,"IN",25104.8882309691,-967.096888690165
"37117",1999-01-17,"VA",24984.5303762485,-1129.01360676826
"37118",1999-04-05,"OH",24756.7656812668,-1023.62173171113
"37119",1999-07-06,"UT",24961.3458055444,-1046.23357708852
"37120",1999-01-19,"NH",24887.4914318888,-974.712039528148
"37121",1999-05-29,"LA",25005.562909947,-1013.016492254
"37122",1999-07-27,"MN",24975.3606593249,-1091.30819749101
"37123",1999-06-19,"NM",25017.7956851668,-983.523354998898
"37124",1999-09-01,"OR",25213.4572366463,-1214.12605344069
"37125",1999-04-21,"MI",24861.0534110845,-936.128396035424
"37126",1999-02-07,"WV",25003.4664315659,-1077.6785135017
"37127",1999-02-07,"MT",24919.6520480652,-1257.94165171398
"37128",1999-05-05,"AK",25103.1111505966,-990.097125834756
"37129",1999-03-01,"PA",25051.7232338668,-884.701631282034
"37130",1999-09-15,"NH",25230.3138419951,-1219.95139259591
"37131",1999-01-15,"MO",24978.7787996882,-1105.05295343434
"37132",1999-04-01,"MD",24887.3335472736,-949.454754723796
"37133",1999-12-27,"RI",25105.8170540676,-1142.56248481681
"37134",1999-01-23,"HI",25089.0988332806,-959.170825980557
"37135",1999-08-31,"CA",24900.7651090376,-973.155121564028
"37136",1999-08-27,"WI",25129.1661944288,-1033.14445988256
"37137",1999-10-30,"RI",24733.0392778954,-1083.99240833618
"37138",1999-08-12,"AK",25263.4232576481,-1165.88397457343
"37139",1999-05-07,"MO",25096.0366505616,-1036.30221715459
"37140",1999-05-21,"CA",25023.7067565171,-967.753360112842
"37141",1999-07-01,"MN",25040.4090967093,-864.030545748505
"37142",1999-11-07,"RI",25106.7005728788,-1003.85696640409
"37143",1999-04-29,"FL",25010.4247445114,-1028.26899271216
"37144",1999-09-19,"IN",24862.4088903302,-818.695476420447
"37145",1999-06-19,"MO",24987.10945544,-911.729342530978
"37146",1999-01-05,"CT",25074.5892978407,-1095.22676101986
"37147",1999-05-10,"IA",24911.2862923041,-893.509068830246
"37148",1999-10-30,"IA",25054.1339277677,-1057.96037038826
"37149",1999-11-19,"VT",25090.7651518059,-981.209413746128
"37150",1999-01-06,"OR",25127.3513951795,-1012.75815605423
"37151",1999-08-29,"CT",25060.7193392019,-1000.42534144839
"37152",1999-01-23,"KS",24985.1919670117,-959.887458411543
"37153",1999-09-05,"ME",25007.7302596937,-1024.07005271917
"37154",1999-07-18,"AK",24950.9685571726,-970.790015432693
"37155",1999-12-18,"KY",24979.0461981991,-971.491312060544
"37156",1999-08-25,"RI",25127.6826095105,-793.883084340945
"37157",1999-09-01,"KY",24939.7031479512,-1037.60217606041
"37158",1999-01-27,"CT",24952.9407761009,-1032.17654092697
"37159",1999-03-02,"HI",25076.7054384226,-886.42252105529
"37160",1999-11-04,"CO",25130.3344421046,-1033.38776445729
"37161",1999-06-26,"VA",24885.9842339061,-971.908342512078
"37162",1999-10-26,"NM",24823.7150346913,-1072.30386538879
"37163",1999-05-23,"ID",25136.0694065278,-901.680545838325
"37164",1999-11-08,"NM",24965.4799610629,-862.5902891805
"37165",1999-03-28,"NJ",24953.6453302842,-1138.97419650428
"37166",1999-12-12,"OK",24873.5688823892,-809.200661670252
"37167",1999-09-06,"GA",25092.7832298695,-945.515188050564
"37168",1999-10-15,"NM",24803.6801013997,-955.900253902653
"37169",1999-08-27,"FL",25105.946596307,-876.754116159096
"37170",1999-04-17,"KS",25069.3542876624,-933.488382290092
"37171",1999-08-23,"MI",24969.8151232436,-971.096646847734
"37172",1999-11-29,"WY",24767.6619163708,-788.220364047861
"37173",1999-04-10,"MI",24981.4567042436,-1224.62043445567
"37174",1999-10-23,"OR",24995.2216771914,-975.569289236618
"37175",1999-12-07,"WA",25017.7605838407,-1098.51020326597
"37176",1999-01-11,"NJ",24963.8556077435,-1007.25730317978
"37177",1999-01-12,"TX",24917.2144439634,-1042.23374493963
"37178",1999-04-30,"OK",25024.2950524096,-976.09115264793
"37179",1999-08-15,"GA",24976.5199217658,-1013.34843840767
"37180",1999-05-16,"ID",25017.4109682427,-908.843167799603
"37181",1999-08-31,"LA",25015.5949462149,-970.624734525332
"37182",1999-12-30,"MI",24926.3862496861,-923.010559824986
"37183",1999-05-12,"PA",25029.0391994916,-1100.58633678934
"37184",1999-02-06,"WA",25020.6289082771,-1040.16480534454
"37185",1999-03-30,"IL",24896.7801744672,-801.969183600487
"37186",1999-02-02,"WV",24985.5632866344,-1003.10031323049
"37187",1999-06-17,"OR",24927.6906152041,-950.320384582319
"37188",1999-11-05,"FL",25054.0276583626,-967.302929436083
"37189",1999-07-26,"ID",25147.5795697404,-1136.06683183437
"37190",1999-04-15,"OR",25025.4234603176,-937.134132118435
"37191",1999-04-30,"WY",24965.8478955878,-1085.06017163531
"37192",1999-07-15,"MA",24949.2840483771,-1164.06098857082
"37193",1999-08-09,"IA",25148.0499272245,-935.892989982316
"37194",1999-03-04,"SD",25038.2634422007,-1119.99783976102
"37195",1999-04-08,"OR",25165.5049205349,-928.053342673249
"37196",1999-02-04,"WV",25040.1243894635,-1148.27252968621
"37197",1999-07-26,"NY",24894.1486687496,-1068.08966218929
"37198",1999-03-25,"WV",25025.2500075822,-998.116980241022
"37199",1999-02-08,"KS",25099.2247182484,-1011.79992358465
"37200",1999-05-14,"VA",24900.5072646268,-845.766322591885
"37201",1999-02-08,"HI",24951.6822165795,-1019.58832922904
"37202",1999-12-26,"NY",25067.3266125324,-907.181468220302
"37203",1999-09-24,"KS",24975.6490920576,-857.134848147371
"37204",1999-08-20,"NV",25046.5743226759,-1006.82209835158
"37205",1999-03-17,"AZ",25139.7429379279,-1037.49670269664
"37206",1999-08-24,"KY",24890.3398274929,-1098.10144055366
"37207",1999-03-27,"OK",25174.223349859,-952.90067404544
"37208",1999-01-11,"MN",24905.9434654274,-1034.37725933239
"37209",1999-05-27,"AR",24977.2132246094,-1063.81015625093
"37210",1999-11-15,"SC",25114.6541831403,-977.821053181508
"37211",1999-10-08,"UT",24911.1823500538,-1010.91974553952
"37212",1999-05-14,"ND",25257.8520662452,-893.348623531126
"37213",1999-02-25,"AZ",25012.033846367,-877.786750870556
"37214",1999-07-06,"CA",24894.5667285192,-989.022093841647
"37215",1999-12-06,"KS",24967.5767781087,-1023.00668638409
"37216",1999-01-20,"MO",24997.620670734,-913.841690735213
"37217",1999-12-30,"UT",25126.718866446,-1022.77232478207
"37218",1999-09-30,"DE",24931.0187178302,-1064.40863809735
"37219",1999-06-02,"PA",25093.3248781354,-1105.45435450606
"37220",1999-10-20,"WV",24929.7291625345,-774.740765283138
"37221",1999-08-21,"NM",24929.8235333954,-1025.6465853748
"37222",1999-06-03,"NJ",24825.6563302749,-868.820097133406
"37223",1999-10-13,"MT",25014.7295206604,-960.816390887044
"37224",1999-11-26,"AL",25016.9792669021,-1033.41360677095
"37225",1999-09-22,"TN",24989.2650170494,-1014.0348116339
"37226",1999-06-08,"NM",24914.5407942192,-946.002780154718
"37227",1999-08-14,"TN",24793.6652192934,-962.048733245705
"37228",1999-02-19,"UT",25084.280665887,-831.267938331662
"37229",1999-04-24,"NM",25037.3253731339,-1088.93265440158
"37230",1999-03-26,"CO",25087.1081843797,-930.980085294044
"37231",1999-06-25,"CA",25143.9833775992,-1180.44862879872
"37232",1999-02-16,"NH",24979.3116658977,-1020.92329051252
"37233",1999-09-09,"AK",25069.7062129665,-1067.54082882041
"37234",1999-03-19,"WY",25029.2959868249,-916.197313616159
"37235",1999-04-09,"ND",25023.6538000036,-1027.71796122858
"37236",1999-10-10,"WV",24913.6738575264,-969.425730617132
"37237",1999-10-12,"MO",25129.7154664376,-921.161090190752
"37238",1999-10-04,"OR",24874.4467167883,-967.524436328408
"37239",1999-01-09,"HI",24991.9659782561,-1010.24131827519
"37240",1999-01-01,"NH",24887.8581006945,-942.785483221256
"37241",1999-06-07,"TX",25010.3292814225,-1107.66153080673
"37242",1999-07-19,"AL",24906.8328289971,-958.065634241856
"37243",1999-01-11,"MD",24970.0713444094,-921.141053414865
"37244",1999-08-11,"MI",24916.8767987445,-1137.82175523434
"37245",1999-02-13,"WY",25060.3637880478,-866.427867923074
"37246",1999-10-11,"SC",25041.527976212,-967.796107698318
"37247",1999-12-25,"NH",25136.7439294453,-1058.8085480794
"37248",1999-09-29,"IN",25068.2455174235,-952.833180176956
"37249",1999-06-26,"SD",24986.8357815016,-1021.83372514577
"37250",1999-11-08,"MT",24926.4170251547,-987.043862377216
"37251",1999-07-09,"CT",25043.664997609,-1006.67460305395
"37252",1999-09-16,"CT",24898.2750594896,-971.050708810291
"37253",1999-12-08,"CO",24947.3338335919,-895.321567925733
"37254",1999-08-05,"KS",25014.5504539977,-1014.97584265757
"37255",1999-03-18,"NV",25063.5424627666,-1021.50475759388
"37256",1999-05-12,"MD",25150.3189478753,-948.975161320488
"37257",1999-09-08,"AR",25081.0261506811,-900.703442811086
"37258",1999-06-11,"CT",25198.3744687382,-1024.0213811339
"37259",1999-03-31,"NY",25110.2956958976,-1102.54239165745
"37260",1999-08-24,"UT",25081.4631755077,-998.167390935457
"37261",1999-03-19,"MT",24915.1610616696,-1027.89460405352
"37262",1999-06-13,"TN",25007.6699954759,-800.018661473717
"37263",1999-04-22,"MT",25118.9859968036,-987.000621984429
"37264",1999-10-04,"NJ",24975.6802312322,-950.091865780436
"37265",1999-12-28,"MS",25012.2086853993,-1060.61003030074
"37266",1999-01-27,"AZ",25043.3577478389,-928.763814265393
"37267",1999-02-12,"WI",24992.2106886152,-1048.46446641114
"37268",1999-06-02,"NH",25033.1909600636,-1096.78880944065
"37269",1999-10-06,"RI",25133.7622146436,-1010.36191866371
"37270",1999-05-28,"AK",25036.2077372561,-971.367430754675
"37271",1999-05-23,"OK",24868.31491763,-1033.33719112038
"37272",1999-04-19,"AZ",25006.6020398767,-1036.78042551041
"37273",1999-08-06,"VA",24971.454657056,-791.748843002033
"37274",1999-05-19,"WV",24910.8356196091,-1027.34759435808
"37275",1999-07-13,"NV",25005.7279070737,-892.826190765178
"37276",1999-02-10,"AL",25064.1464219605,-989.212698314717
"37277",1999-03-19,"MO",25052.7171369266,-1176.55041266509
"37278",1999-03-30,"GA",25092.6007551927,-988.737244441379
"37279",1999-01-01,"FL",25157.6312415509,-1089.57535287637
"37280",1999-07-04,"RI",24818.2248839918,-1141.92232708945
"37281",1999-05-06,"AK",24872.8151497781,-836.584762239669
"37282",1999-09-16,"ME",24842.6994324909,-932.951158118141
"37283",1999-03-15,"LA",24999.3969287733,-1012.37278361743
"37284",1999-10-27,"ME",25062.6181434379,-883.914008600856
"37285",1999-06-11,"MO",24996.325127346,-939.436338978551
"37286",1999-06-22,"ID",24977.1601372839,-1050.69023880796
"37287",1999-08-16,"KS",25133.9011951256,-1000.509741608
"37288",1999-08-23,"IN",24977.2749923098,-916.784337046639
"37289",1999-04-10,"WV",25060.1261285239,-1129.5513139659
"37290",1999-12-21,"SD",25112.6144622837,-934.106291751737
"37291",1999-12-21,"MA",25003.5070417191,-1221.94829071403
"37292",1999-09-07,"AZ",24950.0173891372,-1156.61443669735
"37293",1999-08-05,"ID",25064.5359265821,-987.681201673035
"37294",1999-09-02,"GA",25081.9393474897,-1235.0446270182
"37295",1999-05-22,"IN",25018.4823916073,-1080.29719881859
"37296",1999-08-16,"CA",25141.1837771079,-941.556437587737
"37297",1999-02-01,"IL",24972.1549985786,-974.556284518712
"37298",1999-11-21,"NC",24813.9930442929,-1066.92791628303
"37299",1999-03-15,"NV",24988.3373286341,-991.018233370081
"37300",1999-04-18,"LA",25003.0959519904,-1039.36120618721
"37301",1999-11-08,"MI",25112.9716518059,-1327.05768206454
"37302",1999-05-28,"NM",25042.5937011692,-813.390716239486
"37303",1999-05-03,"WI",24916.4401936275,-1044.28354277323
"37304",1999-02-06,"MT",25021.0870356,-880.342161038458
"37305",1999-02-01,"AK",25002.0330311418,-1006.79229954273
"37306",1999-07-31,"TN",25093.2197864476,-916.909133269845
"37307",1999-07-15,"MO",24935.6527594161,-860.559609609958
"37308",1999-06-20,"WY",25056.2623340847,-1082.57945992382
"37309",1999-02-24,"ND",25173.6106908978,-938.224004386422
"37310",1999-12-20,"WY",24835.5412137279,-906.714497932106
"37311",1999-06-17,"TN",25119.352336911,-831.481223145781
"37312",1999-04-19,"NV",24829.7670078546,-986.76513977873
"37313",1999-12-17,"PA",25142.2214166702,-971.691687117727
"37314",1999-07-09,"AR",24876.3716421847,-1038.36162757348
"37315",1999-11-25,"FL",25036.3680231372,-934.901100605203
"37316",1999-08-29,"MS",25014.6461703727,-963.626383288891
"37317",1999-06-18,"ID",24910.7998459827,-744.894343612889
"37318",1999-03-06,"VA",24934.2677322401,-1074.78395708885
"37319",1999-07-28,"VA",25048.8659053408,-1057.92218194711
"37320",1999-09-02,"SC",24967.3574013699,-969.432984984413
"37321",1999-11-30,"NE",25102.5194007358,-931.036435243664
"37322",1999-03-01,"VT",24782.5334122988,-982.084570632157
"37323",1999-02-17,"CT",24907.5322317622,-1041.52832132787
"37324",1999-08-11,"CO",25050.1509803605,-896.919564505502
"37325",1999-06-26,"OK",25027.961654551,-1077.21209705894
"37326",1999-12-18,"TX",24958.3218499845,-1031.22226750375
"37327",1999-12-13,"NV",24838.7699929113,-946.993911011034
"37328",1999-06-16,"NC",24928.4028108189,-1157.28320359955
"37329",1999-03-03,"CA",24953.6001314909,-977.564204550396
"37330",1999-08-26,"CA",25004.0601341173,-1011.54037816093
"37331",1999-08-27,"NC",24949.9120758322,-842.831585902176
"37332",1999-03-10,"NE",25206.4385223674,-897.597449850569
"37333",1999-09-27,"GA",25113.1044496686,-989.263457853251
"37334",1999-05-05,"WI",24947.0762962582,-1153.66039624411
"37335",1999-10-20,"KY",25098.8033804168,-1034.69437351507
"37336",1999-08-30,"CO",24947.7677077141,-936.814069705771
"37337",1999-08-13,"PA",25047.9123185798,-961.025145316757
"37338",1999-07-29,"HI",25017.545149549,-1120.25390111191
"37339",1999-04-09,"PA",25119.1314917909,-1183.5455567784
"37340",1999-05-25,"NV",24932.3300884627,-982.55833780535
"37341",1999-01-19,"PA",24969.5429730225,-913.311137283827
"37342",1999-03-14,"NC",24958.2385979947,-952.212719781791
"37343",1999-08-20,"MN",24896.051812457,-1130.12363717809
"37344",1999-03-10,"PA",25072.6876882396,-814.28631916733
"37345",1999-04-04,"VA",24950.423297026,-864.559777218238
"37346",1999-10-03,"UT",24855.3217635458,-1016.73532538723
"37347",1999-09-27,"NY",25255.290274008,-1087.97499729273
"37348",1999-01-23,"OH",25114.501527675,-1050.35347376599
"37349",1999-10-15,"VA",24887.174076342,-971.575341214134
"37350",1999-04-14,"MA",25001.4957541718,-879.187143192221
"37351",1999-11-27,"AR",24761.3432363298,-1021.86527803458
"37352",1999-08-07,"ID",25073.2351763597,-1128.75092978536
"37353",1999-01-21,"SD",24955.5009332466,-998.163333735666
"37354",1999-08-23,"WI",25224.4871307088,-1024.43285637877
"37355",1999-11-21,"MA",24863.3177051888,-932.518509113302
"37356",1999-09-09,"AR",25018.4178799759,-948.224995096881
"37357",1999-04-10,"ID",24979.4748048234,-1124.4489802435
"37358",1999-10-12,"AR",24764.8920832176,-849.723789825651
"37359",1999-01-26,"PA",24987.7570950506,-1087.11248024537
"37360",1999-09-26,"PA",24972.1696012762,-952.144523584813
"37361",1999-06-29,"NH",25211.5983716518,-1281.45481442679
"37362",1999-12-05,"RI",24871.7434823549,-1113.51432911212
"37363",1999-06-20,"ND",25068.5372668683,-1004.56757837931
"37364",1999-07-29,"MS",25050.3040964632,-989.772746316788
"37365",1999-02-08,"KY",25224.4088020657,-959.87281168379
"37366",1999-02-17,"OK",25074.6479517001,-1051.22323400055
"37367",1999-04-02,"MN",25082.1406493277,-1034.37757545391
"37368",1999-08-17,"OH",25003.8667165754,-928.452757484539
"37369",1999-01-23,"SD",24795.3198184577,-1105.83120402158
"37370",1999-01-27,"UT",25044.9160009142,-1104.29163265636
"37371",1999-09-15,"NE",24836.482330804,-954.164479488733
"37372",1999-10-12,"MN",25167.6055522038,-892.383670823925
"37373",1999-07-24,"NE",24822.0691357668,-724.905953982297
"37374",1999-09-06,"NE",25077.4744186986,-1003.12428570016
"37375",1999-05-25,"WI",25002.5144404832,-1225.88192425858
"37376",1999-11-27,"SC",25011.7571060589,-958.608337169208
"37377",1999-09-09,"MN",24879.810286139,-1028.74213368284
"37378",1999-10-01,"TX",25082.111801545,-1061.44082688871
